product_id,name,category,brand,price,in_stock,rating,reviews_count,updated_at,spec_screen_type,spec_screen_size,spec_smart_tv,spec_processor,spec_ram,spec_storage,spec_camera,spec_battery
AUD834,Proactive fresh-thinking secured line,Television,Sony,1825.63,True,4.6,796,2025-07-18T02:59:12.799024,QLED,55 inch,True,,,,,
dxr880,Mandatory background project,Laptop,Lenovo,1397.93,False,4.2,696,2025-07-18T02:59:12.799075,,13.3 inch,,Intel i5,8GB,512GB SSD,,
ivY976,Quality-focused web-enabled process improvement,Smartphone,Apple,289.7,False,3.7,323,2025-07-18T02:59:12.799125,,,,Snapdragon 8 Gen 2,,128GB,12MP,4000mAh
KDf243,Fundamental leadingedge open architecture,Laptop,HP,1730.69,True,3.7,128,2025-07-18T02:59:12.799185,,15.6 inch,,AMD Ryzen 5,16GB,256GB SSD,,
JeE516,Public-key human-resource synergy,Smartphone,Apple,1013.38,True,4.9,691,2025-07-18T02:59:12.799240,,,,Snapdragon 8 Gen 2,,128GB,48MP,4000mAh
AgU060,Face-to-face neutral moratorium,Laptop,HP,341.73,False,3.7,594,2025-07-18T02:59:12.799304,,15.6 inch,,Intel i5,16GB,512GB SSD,,
jtz840,Extended composite Graphic Interface,Laptop,Lenovo,575.57,False,3.8,541,2025-07-18T02:59:12.799337,,13.3 inch,,Intel i7,16GB,512GB SSD,,
rzC985,Horizontal local info-mediaries,Television,Sony,1645.17,False,4.1,122,2025-07-18T02:59:12.799371,QLED,43 inch,True,,,,,
rIk985,Automated motivating database,Laptop,HP,1648.28,False,5.0,737,2025-07-18T02:59:12.799402,,13.3 inch,,Intel i5,8GB,512GB SSD,,
nIB607,Enhanced high-level product,Laptop,HP,1953.03,True,4.8,403,2025-07-18T02:59:12.799431,,13.3 inch,,Intel i7,16GB,512GB SSD,,
Vku438,Team-oriented optimizing capacity,Smartphone,Samsung,491.94,False,4.3,43,2025-07-18T02:59:12.799461,,,,Snapdragon 8 Gen 2,,256GB,48MP,4000mAh
iMv128,Programmable 5thgeneration matrices,Laptop,HP,754.63,False,4.9,202,2025-07-18T02:59:12.799492,,15.6 inch,,AMD Ryzen 5,8GB,512GB SSD,,
Nfj568,Re-contextualized clear-thinking support,Laptop,Dell,551.63,True,4.6,347,2025-07-18T02:59:12.799524,,13.3 inch,,AMD Ryzen 5,16GB,512GB SSD,,
NnX231,Re-contextualized incremental workforce,Television,Sony,1358.61,True,5.0,687,2025-07-18T02:59:12.799558,QLED,55 inch,True,,,,,
PHy373,Virtual reciprocal application,Television,LG,878.03,True,4.5,985,2025-07-18T02:59:12.799589,QLED,43 inch,True,,,,,
JHc290,Cross-group mission-critical policy,Television,Sony,1244.87,True,4.9,920,2025-07-18T02:59:12.799619,OLED,43 inch,True,,,,,
Olk774,Ergonomic responsive support,Smartphone,Samsung,353.4,False,5.0,874,2025-07-18T02:59:12.799651,,,,A16 Bionic,,256GB,48MP,4000mAh
CLb392,Versatile impactful standardization,Television,LG,1265.25,True,4.0,867,2025-07-18T02:59:12.799682,QLED,55 inch,True,,,,,
xQE088,Down-sized high-level synergy,Television,Sony,902.63,True,4.8,85,2025-07-18T02:59:12.799715,OLED,43 inch,True,,,,,
hrj212,Realigned empowering system engine,Smartphone,Apple,1857.25,False,4.5,243,2025-07-18T02:59:12.799746,,,,Snapdragon 8 Gen 2,,128GB,12MP,4000mAh
wtD691,Distributed exuding solution,Laptop,Dell,1162.62,False,5.0,416,2025-07-18T02:59:12.799777,,15.6 inch,,Intel i7,8GB,512GB SSD,,
uYR260,Automated tertiary neural-net,Laptop,Dell,1504.88,True,3.7,118,2025-07-18T02:59:12.799809,,15.6 inch,,Intel i5,16GB,256GB SSD,,
wpW933,Advanced real-time instruction set,Television,LG,891.35,True,4.8,526,2025-07-18T02:59:12.799841,QLED,43 inch,True,,,,,
veu189,Realigned bifurcated matrices,Laptop,HP,1910.88,True,4.4,992,2025-07-18T02:59:12.799873,,15.6 inch,,AMD Ryzen 5,8GB,512GB SSD,,
ZxA676,Devolved context-sensitive secured line,Television,Sony,1430.12,False,3.6,269,2025-07-18T02:59:12.799904,OLED,43 inch,True,,,,,
dDg867,Innovative discrete moratorium,Laptop,Dell,1002.37,False,4.8,285,2025-07-18T02:59:12.799934,,15.6 inch,,AMD Ryzen 5,16GB,256GB SSD,,
BQS677,Proactive encompassing info-mediaries,Television,Samsung,221.84,True,3.9,930,2025-07-18T02:59:12.799964,QLED,43 inch,True,,,,,
ONv470,Cross-group maximized standardization,Laptop,Lenovo,1154.4,False,4.1,654,2025-07-18T02:59:12.799994,,13.3 inch,,AMD Ryzen 5,16GB,512GB SSD,,
Ecq204,Organized incremental info-mediaries,Laptop,Lenovo,697.76,False,3.9,983,2025-07-18T02:59:12.800024,,15.6 inch,,Intel i7,16GB,256GB SSD,,
wXN147,Upgradable didactic open system,Television,LG,642.59,False,4.9,866,2025-07-18T02:59:12.800054,OLED,43 inch,True,,,,,
Zew609,Ergonomic impactful function,Laptop,Lenovo,1307.33,False,3.6,380,2025-07-18T02:59:12.800084,,13.3 inch,,AMD Ryzen 5,16GB,512GB SSD,,
BGH626,Face-to-face bandwidth-monitored process improvement,Smartphone,Samsung,1654.22,False,3.5,224,2025-07-18T02:59:12.800113,,,,Snapdragon 8 Gen 2,,128GB,48MP,3000mAh
BTv698,Optional modular workforce,Television,LG,503.16,False,4.6,766,2025-07-18T02:59:12.800142,QLED,43 inch,True,,,,,
Mvl999,Switchable web-enabled algorithm,Laptop,Dell,1327.28,True,4.0,193,2025-07-18T02:59:12.800173,,15.6 inch,,AMD Ryzen 5,8GB,256GB SSD,,
hwy814,Virtual 6thgeneration system engine,Laptop,HP,1626.02,False,3.5,12,2025-07-18T02:59:12.800202,,13.3 inch,,AMD Ryzen 5,8GB,256GB SSD,,
aVK689,Cross-platform modular matrix,Television,Samsung,950.55,False,4.0,343,2025-07-18T02:59:12.800246,OLED,55 inch,True,,,,,
Bmd300,Re-engineered directional workforce,Laptop,HP,1747.96,False,3.9,843,2025-07-18T02:59:12.800281,,15.6 inch,,Intel i5,8GB,512GB SSD,,
Pcd043,Re-engineered neutral paradigm,Smartphone,Samsung,1966.8,False,5.0,331,2025-07-18T02:59:12.800311,,,,A16 Bionic,,256GB,12MP,4000mAh
ljS421,Quality-focused bandwidth-monitored challenge,Television,Sony,466.13,True,4.8,680,2025-07-18T02:59:12.800342,OLED,43 inch,True,,,,,
fPS542,Inverse zero administration strategy,Laptop,HP,378.12,True,4.9,200,2025-07-18T02:59:12.800373,,15.6 inch,,Intel i7,16GB,256GB SSD,,
mCM143,Right-sized optimal challenge,Smartphone,Samsung,1667.25,False,3.9,809,2025-07-18T02:59:12.800404,,,,A16 Bionic,,128GB,12MP,3000mAh
fTb376,Assimilated global budgetary management,Laptop,Lenovo,1297.54,False,3.6,872,2025-07-18T02:59:12.800434,,13.3 inch,,Intel i7,8GB,512GB SSD,,
WBt380,Devolved high-level knowledge user,Smartphone,Samsung,1448.78,False,4.6,275,2025-07-18T02:59:12.800463,,,,Snapdragon 8 Gen 2,,256GB,12MP,3000mAh
DFA750,Re-contextualized needs-based time-frame,Smartphone,OnePlus,1041.96,False,3.9,402,2025-07-18T02:59:12.800494,,,,Snapdragon 8 Gen 2,,128GB,48MP,3000mAh
ObU982,User-centric incremental adapter,Smartphone,Apple,500.15,True,4.4,581,2025-07-18T02:59:12.800525,,,,Snapdragon 8 Gen 2,,256GB,12MP,3000mAh
Azg325,Right-sized disintermediate portal,Television,Sony,441.08,False,4.5,169,2025-07-18T02:59:12.800554,OLED,43 inch,True,,,,,
HjY130,Customer-focused discrete workforce,Smartphone,Samsung,1833.4,True,4.2,176,2025-07-18T02:59:12.800584,,,,Snapdragon 8 Gen 2,,128GB,48MP,4000mAh
iFq855,Team-oriented logistical structure,Smartphone,OnePlus,1146.88,False,3.8,524,2025-07-18T02:59:12.800615,,,,A16 Bionic,,256GB,12MP,3000mAh
Yai233,Reduced tertiary function,Television,LG,1924.5,True,3.8,119,2025-07-18T02:59:12.800644,OLED,55 inch,True,,,,,
FAa802,Implemented foreground conglomeration,Laptop,Dell,1382.6,False,4.3,965,2025-07-18T02:59:12.800674,,15.6 inch,,AMD Ryzen 5,8GB,256GB SSD,,
pEQ263,Pre-emptive static neural-net,Smartphone,OnePlus,1038.12,False,4.8,673,2025-07-18T02:59:12.800704,,,,Snapdragon 8 Gen 2,,128GB,48MP,4000mAh
vTY213,Horizontal web-enabled interface,Laptop,HP,419.49,False,4.2,714,2025-07-18T02:59:12.800734,,13.3 inch,,AMD Ryzen 5,16GB,256GB SSD,,
fAL542,Operative heuristic product,Television,LG,1063.03,True,4.8,351,2025-07-18T02:59:12.800762,QLED,55 inch,True,,,,,
vWz490,Integrated solution-oriented infrastructure,Smartphone,OnePlus,981.06,False,4.8,573,2025-07-18T02:59:12.800793,,,,Snapdragon 8 Gen 2,,256GB,48MP,3000mAh
rQW117,User-centric 3rdgeneration middleware,Laptop,Dell,1593.6,False,4.4,202,2025-07-18T02:59:12.800823,,15.6 inch,,AMD Ryzen 5,16GB,256GB SSD,,
slt150,Seamless radical concept,Smartphone,OnePlus,1053.24,False,4.3,387,2025-07-18T02:59:12.800859,,,,Snapdragon 8 Gen 2,,128GB,12MP,4000mAh
DpP918,Adaptive empowering archive,Laptop,HP,1398.07,True,3.6,28,2025-07-18T02:59:12.800991,,15.6 inch,,Intel i7,8GB,256GB SSD,,
WDf117,Optimized user-facing methodology,Television,LG,1796.91,False,4.7,552,2025-07-18T02:59:12.801064,OLED,55 inch,True,,,,,
fok423,Triple-buffered value-added forecast,Television,Sony,1399.79,False,3.6,755,2025-07-18T02:59:12.801119,QLED,55 inch,True,,,,,
rLA836,Versatile next generation intranet,Laptop,HP,579.11,True,3.8,787,2025-07-18T02:59:12.801172,,15.6 inch,,Intel i5,16GB,512GB SSD,,
AtB577,Advanced heuristic alliance,Smartphone,OnePlus,1417.09,True,4.2,554,2025-07-18T02:59:12.801225,,,,A16 Bionic,,256GB,48MP,3000mAh
XFm339,Compatible actuating data-warehouse,Laptop,Dell,475.87,True,4.0,897,2025-07-18T02:59:12.801277,,15.6 inch,,Intel i7,16GB,512GB SSD,,
OtL517,Reverse-engineered explicit intranet,Smartphone,OnePlus,729.78,False,3.8,188,2025-07-18T02:59:12.801328,,,,A16 Bionic,,256GB,48MP,3000mAh
GoL721,Face-to-face system-worthy projection,Smartphone,OnePlus,1049.26,False,5.0,473,2025-07-18T02:59:12.801383,,,,Snapdragon 8 Gen 2,,256GB,48MP,3000mAh
doP512,Mandatory bifurcated success,Television,Sony,1564.38,True,4.3,347,2025-07-18T02:59:12.801431,OLED,55 inch,True,,,,,
Xwx534,Devolved stable productivity,Laptop,Dell,517.31,False,4.6,530,2025-07-18T02:59:12.801464,,15.6 inch,,Intel i7,16GB,512GB SSD,,
QLt539,Monitored holistic initiative,Television,Sony,869.01,False,4.3,23,2025-07-18T02:59:12.801496,QLED,43 inch,True,,,,,
srS977,Fundamental context-sensitive Graphic Interface,Television,Samsung,1616.78,True,3.5,590,2025-07-18T02:59:12.801529,OLED,43 inch,True,,,,,
WGk209,Programmable analyzing hardware,Television,Sony,1645.74,True,4.4,635,2025-07-18T02:59:12.801560,QLED,55 inch,True,,,,,
lcw566,Reduced bi-directional concept,Television,Sony,254.64,False,4.1,735,2025-07-18T02:59:12.801590,OLED,55 inch,True,,,,,
YyJ033,Centralized bifurcated strategy,Television,Samsung,928.88,True,4.2,619,2025-07-18T02:59:12.801620,OLED,43 inch,True,,,,,
rAy737,Cloned real-time Internet solution,Smartphone,Apple,1965.37,True,3.7,19,2025-07-18T02:59:12.801650,,,,Snapdragon 8 Gen 2,,128GB,48MP,4000mAh
ZRD967,Enhanced didactic ability,Smartphone,Samsung,346.63,False,5.0,800,2025-07-18T02:59:12.801680,,,,A16 Bionic,,256GB,48MP,3000mAh
bfv105,Customer-focused leadingedge Graphical User Interface,Laptop,Lenovo,657.9,True,4.1,787,2025-07-18T02:59:12.801714,,15.6 inch,,Intel i5,8GB,512GB SSD,,
EEP188,Public-key well-modulated benchmark,Smartphone,Apple,367.75,True,4.2,808,2025-07-18T02:59:12.801744,,,,A16 Bionic,,128GB,48MP,4000mAh
XbN042,Devolved 5thgeneration productivity,Smartphone,OnePlus,1152.07,False,4.0,202,2025-07-18T02:59:12.801775,,,,Snapdragon 8 Gen 2,,256GB,12MP,3000mAh
sKT887,Expanded reciprocal encoding,Laptop,HP,984.93,True,4.0,818,2025-07-18T02:59:12.801806,,13.3 inch,,Intel i7,8GB,256GB SSD,,
Jca460,Exclusive cohesive help-desk,Television,Sony,1748.84,False,4.1,543,2025-07-18T02:59:12.801836,QLED,43 inch,True,,,,,
tqH391,Multi-lateral even-keeled moderator,Laptop,Dell,1905.85,True,4.6,14,2025-07-18T02:59:12.801867,,13.3 inch,,Intel i7,8GB,512GB SSD,,
Xlw416,Synergized full-range instruction set,Laptop,HP,354.84,False,4.9,389,2025-07-18T02:59:12.801901,,15.6 inch,,Intel i7,8GB,512GB SSD,,
ldh759,Reverse-engineered zero-defect superstructure,Laptop,HP,276.11,True,4.7,478,2025-07-18T02:59:12.801932,,13.3 inch,,AMD Ryzen 5,16GB,256GB SSD,,
SNo058,Sharable cohesive hierarchy,Laptop,Dell,306.58,False,3.7,855,2025-07-18T02:59:12.801962,,15.6 inch,,Intel i7,16GB,512GB SSD,,
HtC932,Ameliorated human-resource architecture,Smartphone,OnePlus,506.19,True,4.0,412,2025-07-18T02:59:12.801993,,,,A16 Bionic,,128GB,48MP,4000mAh
bhr220,Business-focused web-enabled productivity,Smartphone,Samsung,1841.75,True,4.9,676,2025-07-18T02:59:12.802026,,,,Snapdragon 8 Gen 2,,128GB,12MP,4000mAh
cJw970,Down-sized empowering structure,Smartphone,Apple,1482.15,True,5.0,127,2025-07-18T02:59:12.802056,,,,A16 Bionic,,256GB,12MP,3000mAh
dJP577,Customer-focused empowering knowledgebase,Laptop,Lenovo,1711.24,False,4.8,703,2025-07-18T02:59:12.802087,,15.6 inch,,AMD Ryzen 5,16GB,256GB SSD,,
rMq198,Front-line didactic superstructure,Smartphone,OnePlus,1413.25,True,3.7,895,2025-07-18T02:59:12.802119,,,,Snapdragon 8 Gen 2,,256GB,48MP,3000mAh
PhK599,Intuitive multimedia project,Laptop,Dell,482.42,False,3.7,386,2025-07-18T02:59:12.802149,,15.6 inch,,Intel i7,8GB,512GB SSD,,
kXN068,Down-sized stable complexity,Television,LG,541.03,False,4.1,892,2025-07-18T02:59:12.802179,QLED,55 inch,True,,,,,
muB941,Horizontal incremental ability,Laptop,HP,785.65,False,4.3,73,2025-07-18T02:59:12.802208,,15.6 inch,,AMD Ryzen 5,8GB,256GB SSD,,
fYT762,Decentralized global initiative,Smartphone,OnePlus,414.93,True,4.5,608,2025-07-18T02:59:12.802255,,,,A16 Bionic,,128GB,12MP,3000mAh
Qnl613,Organized global product,Smartphone,OnePlus,812.31,False,3.8,328,2025-07-18T02:59:12.802289,,,,A16 Bionic,,256GB,48MP,3000mAh
yNT242,Triple-buffered system-worthy moratorium,Television,Sony,470.88,False,4.0,565,2025-07-18T02:59:12.802319,QLED,43 inch,True,,,,,
ULI917,Polarized directional time-frame,Television,Samsung,1431.87,True,4.2,742,2025-07-18T02:59:12.802352,QLED,43 inch,True,,,,,
RCE291,Decentralized tangible attitude,Laptop,Lenovo,305.99,True,4.4,647,2025-07-18T02:59:12.802382,,15.6 inch,,Intel i7,8GB,256GB SSD,,
xwL118,Self-enabling zero administration instruction set,Smartphone,Apple,1146.15,False,3.7,406,2025-07-18T02:59:12.802413,,,,A16 Bionic,,128GB,12MP,4000mAh
ZZM443,Self-enabling eco-centric budgetary management,Laptop,Dell,630.15,False,4.6,466,2025-07-18T02:59:12.802448,,13.3 inch,,AMD Ryzen 5,16GB,256GB SSD,,
rkh117,Multi-layered impactful superstructure,Smartphone,Samsung,1814.25,False,4.6,588,2025-07-18T02:59:12.802480,,,,A16 Bionic,,256GB,12MP,4000mAh
XuR717,Reactive 4thgeneration leverage,Smartphone,Apple,1518.96,False,4.5,634,2025-07-18T02:59:12.802513,,,,Snapdragon 8 Gen 2,,256GB,48MP,3000mAh
sje136,Public-key dedicated Graphic Interface,Laptop,HP,1784.74,True,4.4,98,2025-07-18T02:59:12.802545,,15.6 inch,,Intel i7,16GB,256GB SSD,,
KWX745,Reduced 24/7 definition,Smartphone,OnePlus,1325.64,False,3.5,308,2025-07-18T02:59:12.802577,,,,A16 Bionic,,256GB,48MP,4000mAh
rGH011,Versatile demand-driven time-frame,Television,LG,834.52,True,4.8,413,2025-07-18T02:59:12.802610,OLED,43 inch,True,,,,,
eIh667,Profound object-oriented forecast,Smartphone,Samsung,328.67,False,5.0,319,2025-07-18T02:59:12.802640,,,,Snapdragon 8 Gen 2,,256GB,48MP,4000mAh
pyb733,Implemented tertiary superstructure,Television,Sony,1944.24,True,4.5,122,2025-07-18T02:59:12.802673,QLED,43 inch,True,,,,,
XWQ569,Synergized regional standardization,Television,Samsung,1790.66,True,4.5,950,2025-07-18T02:59:12.802702,QLED,43 inch,True,,,,,
XhD181,Compatible homogeneous initiative,Laptop,Lenovo,1030.87,True,4.7,31,2025-07-18T02:59:12.802731,,13.3 inch,,Intel i7,16GB,512GB SSD,,
Ruk928,Customizable scalable website,Television,Samsung,1331.28,True,3.7,273,2025-07-18T02:59:12.802762,OLED,43 inch,True,,,,,
dcz852,Implemented attitude-oriented synergy,Television,Sony,691.98,False,4.4,126,2025-07-18T02:59:12.802791,OLED,55 inch,True,,,,,
KaK442,Balanced 6thgeneration open system,Smartphone,OnePlus,1187.96,False,4.8,39,2025-07-18T02:59:12.802821,,,,A16 Bionic,,256GB,12MP,3000mAh
qlV764,Multi-tiered uniform matrix,Television,Sony,1776.28,True,4.3,605,2025-07-18T02:59:12.802851,QLED,43 inch,True,,,,,
wXM807,Persistent upward-trending moderator,Television,Sony,1434.24,True,4.2,954,2025-07-18T02:59:12.802884,QLED,55 inch,True,,,,,
YwY861,Automated intermediate budgetary management,Television,Sony,1640.73,False,3.7,224,2025-07-18T02:59:12.802915,OLED,43 inch,True,,,,,
QbU010,Synergized global model,Smartphone,Samsung,299.49,False,3.7,455,2025-07-18T02:59:12.802946,,,,A16 Bionic,,256GB,48MP,4000mAh
Gwx245,Optimized responsive ability,Smartphone,Samsung,1375.77,True,4.4,688,2025-07-18T02:59:12.802977,,,,Snapdragon 8 Gen 2,,256GB,48MP,4000mAh
CZU351,Devolved client-server migration,Smartphone,Samsung,1779.76,False,4.7,566,2025-07-18T02:59:12.803007,,,,Snapdragon 8 Gen 2,,128GB,48MP,4000mAh
uUC082,Integrated transitional help-desk,Television,LG,761.7,False,4.7,708,2025-07-18T02:59:12.803037,QLED,43 inch,True,,,,,
LsE067,Robust hybrid productivity,Television,LG,1729.33,False,4.0,397,2025-07-18T02:59:12.803066,QLED,43 inch,True,,,,,
aun860,Balanced incremental policy,Smartphone,Apple,1889.29,False,4.0,793,2025-07-18T02:59:12.803096,,,,Snapdragon 8 Gen 2,,128GB,12MP,4000mAh
ngV174,Profound optimal benchmark,Laptop,Lenovo,683.7,True,4.6,849,2025-07-18T02:59:12.803128,,15.6 inch,,Intel i5,16GB,512GB SSD,,
PCw877,Virtual 6thgeneration strategy,Laptop,Dell,1998.86,True,4.3,449,2025-07-18T02:59:12.803160,,13.3 inch,,AMD Ryzen 5,8GB,512GB SSD,,
lHV106,Ameliorated 5thgeneration leverage,Smartphone,Samsung,780.3,True,4.8,580,2025-07-18T02:59:12.803191,,,,A16 Bionic,,256GB,12MP,4000mAh
UJK468,Persevering regional data-warehouse,Smartphone,OnePlus,1428.33,False,4.7,753,2025-07-18T02:59:12.803223,,,,Snapdragon 8 Gen 2,,128GB,12MP,3000mAh
Xwz282,Face-to-face 4thgeneration groupware,Television,LG,912.83,True,3.9,593,2025-07-18T02:59:12.803252,OLED,43 inch,True,,,,,
Gzc893,Re-contextualized hybrid superstructure,Television,LG,473.82,True,4.3,281,2025-07-18T02:59:12.803285,QLED,55 inch,True,,,,,
ixT034,Down-sized modular intranet,Laptop,Lenovo,1061.82,False,3.6,721,2025-07-18T02:59:12.803316,,15.6 inch,,AMD Ryzen 5,16GB,256GB SSD,,
ATH516,Reactive transitional attitude,Smartphone,Apple,1767.53,True,4.7,39,2025-07-18T02:59:12.803348,,,,Snapdragon 8 Gen 2,,128GB,48MP,3000mAh
BtW544,Re-engineered even-keeled Graphical User Interface,Television,Sony,1049.24,False,4.3,470,2025-07-18T02:59:12.803377,OLED,43 inch,True,,,,,
INe005,Configurable client-driven framework,Television,LG,1802.52,False,4.2,492,2025-07-18T02:59:12.803406,QLED,43 inch,True,,,,,
eMc815,Reactive zero-defect infrastructure,Television,Samsung,215.99,False,4.1,25,2025-07-18T02:59:12.803436,OLED,55 inch,True,,,,,
tUQ305,Persistent zero administration framework,Television,LG,919.65,True,4.3,491,2025-07-18T02:59:12.803465,OLED,43 inch,True,,,,,
sKA563,Balanced mobile open architecture,Television,Sony,1173.79,True,3.7,803,2025-07-18T02:59:12.803494,QLED,55 inch,True,,,,,
ONq971,Extended eco-centric orchestration,Smartphone,OnePlus,995.6,False,4.3,996,2025-07-18T02:59:12.803524,,,,Snapdragon 8 Gen 2,,256GB,48MP,3000mAh
WIw489,Mandatory tertiary system engine,Smartphone,Samsung,1090.38,False,4.3,858,2025-07-18T02:59:12.803554,,,,A16 Bionic,,256GB,12MP,4000mAh
jfa085,Multi-lateral zero administration circuit,Television,Samsung,1540.04,True,3.7,139,2025-07-18T02:59:12.803584,QLED,55 inch,True,,,,,
bij741,Centralized methodical model,Smartphone,Apple,318.73,True,4.2,676,2025-07-18T02:59:12.803615,,,,Snapdragon 8 Gen 2,,256GB,12MP,3000mAh
Ogw831,Organic incremental access,Laptop,HP,567.44,False,4.4,417,2025-07-18T02:59:12.803645,,13.3 inch,,AMD Ryzen 5,16GB,256GB SSD,,
uXW060,Multi-lateral value-added knowledgebase,Laptop,Lenovo,1791.96,True,3.8,267,2025-07-18T02:59:12.803675,,13.3 inch,,Intel i7,16GB,512GB SSD,,
SOJ736,Persistent motivating system engine,Smartphone,Apple,434.17,False,4.4,198,2025-07-18T02:59:12.803705,,,,Snapdragon 8 Gen 2,,256GB,48MP,3000mAh
qeZ783,Expanded demand-driven info-mediaries,Smartphone,Samsung,997.6,True,3.6,23,2025-07-18T02:59:12.803735,,,,Snapdragon 8 Gen 2,,256GB,12MP,4000mAh
Dtd020,Compatible radical portal,Smartphone,Samsung,1467.02,False,4.3,615,2025-07-18T02:59:12.803765,,,,A16 Bionic,,128GB,48MP,4000mAh
mwJ767,Upgradable foreground firmware,Smartphone,OnePlus,994.27,True,3.9,625,2025-07-18T02:59:12.803795,,,,Snapdragon 8 Gen 2,,128GB,12MP,3000mAh
ngI088,Multi-channeled systematic pricing structure,Laptop,Dell,968.77,False,5.0,391,2025-07-18T02:59:12.803825,,15.6 inch,,AMD Ryzen 5,8GB,512GB SSD,,
gJd089,Re-contextualized 6thgeneration portal,Smartphone,Samsung,394.76,True,3.8,893,2025-07-18T02:59:12.803858,,,,A16 Bionic,,128GB,12MP,3000mAh
ELx372,Extended eco-centric frame,Laptop,Lenovo,1522.97,True,4.9,104,2025-07-18T02:59:12.803891,,15.6 inch,,Intel i5,16GB,256GB SSD,,
Jno423,Distributed asymmetric adapter,Television,Sony,1191.04,True,3.5,683,2025-07-18T02:59:12.803921,OLED,43 inch,True,,,,,
YMC818,Virtual bifurcated benchmark,Smartphone,Apple,1421.18,True,4.9,689,2025-07-18T02:59:12.803950,,,,Snapdragon 8 Gen 2,,256GB,48MP,4000mAh
MsR108,Advanced zero-defect infrastructure,Smartphone,Apple,1846.25,False,3.5,424,2025-07-18T02:59:12.803980,,,,A16 Bionic,,128GB,12MP,3000mAh
Snz291,Customer-focused zero tolerance standardization,Laptop,Lenovo,823.27,False,5.0,791,2025-07-18T02:59:12.804012,,15.6 inch,,Intel i5,16GB,256GB SSD,,
JLu081,Implemented bifurcated time-frame,Laptop,HP,1575.21,False,4.4,729,2025-07-18T02:59:12.804043,,15.6 inch,,Intel i5,8GB,512GB SSD,,
tzN773,Organic maximized interface,Laptop,Dell,1805.87,True,3.8,340,2025-07-18T02:59:12.804074,,15.6 inch,,AMD Ryzen 5,8GB,256GB SSD,,
dnx549,Advanced bottom-line pricing structure,Television,Samsung,238.34,False,4.5,13,2025-07-18T02:59:12.804106,QLED,43 inch,True,,,,,
raX268,User-friendly non-volatile throughput,Laptop,HP,1900.39,True,4.2,115,2025-07-18T02:59:12.804140,,15.6 inch,,Intel i5,8GB,256GB SSD,,
pQF864,Cross-platform fault-tolerant database,Laptop,Lenovo,233.49,True,3.8,226,2025-07-18T02:59:12.804174,,15.6 inch,,AMD Ryzen 5,16GB,256GB SSD,,
HEy582,Innovative static success,Smartphone,OnePlus,399.33,False,4.5,562,2025-07-18T02:59:12.804206,,,,Snapdragon 8 Gen 2,,256GB,12MP,4000mAh
tqY946,Optional composite knowledgebase,Smartphone,Apple,1523.45,True,4.0,4,2025-07-18T02:59:12.804248,,,,Snapdragon 8 Gen 2,,128GB,12MP,4000mAh
LrI701,Ergonomic responsive infrastructure,Laptop,Lenovo,516.71,True,4.6,897,2025-07-18T02:59:12.804285,,13.3 inch,,Intel i5,16GB,256GB SSD,,
LuT808,Vision-oriented motivating hub,Television,Samsung,508.82,False,4.2,317,2025-07-18T02:59:12.804317,QLED,43 inch,True,,,,,
jlG117,Persevering dedicated budgetary management,Television,Sony,986.52,False,4.3,416,2025-07-18T02:59:12.804350,OLED,43 inch,True,,,,,
YrQ128,Automated zero tolerance implementation,Smartphone,Apple,1118.24,True,4.5,747,2025-07-18T02:59:12.804381,,,,Snapdragon 8 Gen 2,,128GB,12MP,3000mAh
PNp904,Distributed discrete application,Smartphone,Apple,1201.25,True,3.7,27,2025-07-18T02:59:12.804413,,,,Snapdragon 8 Gen 2,,128GB,12MP,4000mAh
lmR999,Self-enabling high-level strategy,Television,Sony,1452.77,False,4.0,702,2025-07-18T02:59:12.804444,QLED,55 inch,True,,,,,
fEQ504,Compatible reciprocal support,Television,Sony,1060.53,False,4.0,69,2025-07-18T02:59:12.804472,OLED,55 inch,True,,,,,
leX001,Inverse contextually-based success,Smartphone,Apple,1153.62,False,5.0,848,2025-07-18T02:59:12.804502,,,,A16 Bionic,,128GB,12MP,3000mAh
JiW224,Phased client-driven info-mediaries,Television,LG,1349.19,True,4.3,716,2025-07-18T02:59:12.804535,OLED,55 inch,True,,,,,
Tqm490,Triple-buffered disintermediate hub,Laptop,Lenovo,668.07,False,3.9,161,2025-07-18T02:59:12.804566,,13.3 inch,,Intel i7,16GB,512GB SSD,,
UnF289,Synchronized contextually-based orchestration,Laptop,HP,654.69,True,4.8,973,2025-07-18T02:59:12.804597,,13.3 inch,,Intel i7,16GB,512GB SSD,,
quA566,Phased local implementation,Laptop,Dell,774.5,False,4.3,94,2025-07-18T02:59:12.804629,,13.3 inch,,Intel i5,16GB,256GB SSD,,
Zrj030,Extended attitude-oriented core,Smartphone,OnePlus,1569.14,True,4.7,234,2025-07-18T02:59:12.804660,,,,Snapdragon 8 Gen 2,,256GB,12MP,4000mAh
hXw629,Cloned executive policy,Television,LG,1744.8,True,4.6,736,2025-07-18T02:59:12.804690,QLED,55 inch,True,,,,,
gSw840,Object-based client-driven initiative,Television,Samsung,1651.58,True,4.8,226,2025-07-18T02:59:12.804719,OLED,55 inch,True,,,,,
kVL555,Pre-emptive multi-state success,Laptop,Lenovo,201.33,True,4.3,553,2025-07-18T02:59:12.804749,,13.3 inch,,Intel i7,8GB,256GB SSD,,
